id,label
1,0.6201285123825073
2,0.6817772388458252
3,0.801517903804779
4,0.4857574999332428
5,0.5599076151847839
6,0.28262919187545776
7,0.7784973382949829
8,0.6522519588470459
9,0.8521345257759094
10,0.6665932536125183
11,0.7935895323753357
12,0.6434260606765747
13,0.3993608057498932
14,0.30327677726745605
15,0.37774166464805603
16,0.6596880555152893
17,0.2897806763648987
18,0.8992151021957397
19,0.48010683059692383
20,0.15806885063648224
21,0.6011291146278381
22,0.2625123858451843
23,0.9106684923171997
24,0.5380939841270447
25,0.24153129756450653
26,0.5966167449951172
27,0.6957969665527344
28,0.7753363847732544
29,0.057996101677417755
30,0.6517534852027893
31,0.6357103586196899
32,0.29779958724975586
33,0.4169001579284668
34,0.2728080451488495
35,0.667833149433136
36,0.2883247435092926
37,0.16089098155498505
38,0.5529568195343018
39,0.6223648190498352
40,0.5649233460426331
41,0.7771417498588562
42,0.5730615854263306
43,0.49829623103141785
44,0.1231101006269455
45,0.4073556661605835
46,0.8726961016654968
47,0.2063710242509842
48,0.6701339483261108
49,0.8623837232589722
50,0.5608593225479126
51,0.8427020311355591
52,0.419299840927124
53,0.5825756192207336
54,0.42716145515441895
55,0.42290574312210083
56,0.4464263319969177
57,0.7684680223464966
58,0.6854147911071777
59,0.5750332474708557
60,0.8800145983695984
61,0.49601519107818604
62,0.9368757009506226
63,0.4750823974609375
64,0.13756099343299866
65,0.2790083885192871
66,0.3138633668422699
67,0.5224597454071045
68,0.5743355751037598
69,0.03596367686986923
70,0.5275627374649048
71,0.7094719409942627
72,0.8837891817092896
73,0.2876419126987457
74,0.15486250817775726
75,0.43509092926979065
76,0.5324996113777161
77,0.2791529893875122
78,0.47644147276878357
79,0.849660336971283
80,0.2902558445930481
81,0.6825839877128601
82,0.645715594291687
83,0.3160409927368164
84,0.43114471435546875
85,0.35074830055236816
86,0.7626169323921204
87,0.394001305103302
88,0.813528835773468
89,0.807553768157959
90,0.2681262195110321
91,0.29964637756347656
92,0.7824385166168213
93,0.7411187291145325
94,0.27513864636421204
95,0.05280393362045288
96,0.5055604577064514
97,0.8068568110466003
98,0.7095177173614502
99,0.5687103867530823
100,0.47386133670806885
101,0.6925409436225891
102,0.7516483664512634
103,0.4720472991466522
104,0.06735809892416
105,0.6522466540336609
106,0.8734717965126038
107,0.5302972793579102
108,0.8194110989570618
109,0.22965197265148163
110,0.6079299449920654
111,0.515153169631958
112,0.6932603120803833
113,0.5398910045623779
114,0.5908334851264954
115,0.6339173913002014
116,0.5699747800827026
117,0.7022536396980286
118,0.49580955505371094
119,0.8193202614784241
120,0.5261732339859009
121,0.7515713572502136
122,0.5232532024383545
123,0.5668981075286865
124,0.26993271708488464
125,0.9497932195663452
126,0.2568376362323761
127,0.17014819383621216
128,0.8969407677650452
129,0.7956553101539612
130,0.11769427359104156
131,0.184752956032753
132,0.37554818391799927
133,0.2611145079135895
134,0.5092325806617737
135,0.49921321868896484
136,0.15377527475357056
137,0.9008758068084717
138,0.7687647938728333
139,0.569351315498352
140,0.547351062297821
141,0.8115400075912476
142,0.8114044666290283
143,0.601045548915863
144,0.5821412801742554
145,0.6944200992584229
146,0.09702923148870468
147,0.09408647567033768
148,0.5495263338088989
149,0.680540919303894
150,0.4689469337463379
151,0.37995362281799316
152,0.5136831402778625
153,0.4602830410003662
154,0.648330569267273
